,Costo,Ubicacion,No_habitaciones,No_banios,No_estacionamiento,No_metros,Descripcion
815,8500,La Concepción,2,1.0,,,"id: r5swjm renta para oficina ?? o departamento (a 1 cuadra de zavaleta)
precio $ 8,500 + iva
espacios: 2
baños: 1????
estacionamiento: 4 ?????? 
área verde"
816,7000,Conjunto Hab Del Valle,2,2.0,,,"id: r2scnd se renta departamento en fraccionamiento cerrado con caseta de vigilancia.

descripción:

- sala comedor
- cocina integral
- 3 recámaras con clóset; la principal con baño propio. las otras 2 comparten 1 baño completo
- patio de servicio
-  1 cajón de estacionamiento (techado)

a solo 2 min de finsa, 3 de galerias serdán.

renta $7,000 mtto incluido

sin amueblar
no incluye servicios"
817,12000,Santa Cruz Buenavista Norte,2,2.0,,,"id: r1m3mw totalmente amueblado súper bien ubicado, 
atrás de plaza centro mayor de zavaleta.

sala -comedor amplios y muy iluminados con pantalla plana.
dos recamaras 
dos baños completos 
cocina amplia equipada 
área de lavado con lavadora. 
un cajón de estacionamiento.
se encuentra en el 2 piso.
incluye mantenimiento y agua"
818,7500,La Paz,1,1.0,,,"id: rwg2hw loft amueblado con todos los servicios incluidos!!!
servicos: luz, agua, gas, internet, cable y servicio de limpieza.

mini loft de 1 recámara con clóset y tocador, pantalla tv, cocina integral (equipada con utensilios, licuadora, tostador), comedor pequeño, 1 baño completo y estacionamiento para 1 auto.

adicional:
se proporcionan toallas, sábanas, cubrecolchon si se requiere.

portón eléctrico en el edificio, sensores de movimiento y cerca eléctrica.

renta:
- 1 persona $7,500
- 2 personas $8,500

no mascotas
no estudiantes"
819,11500,Belisario Domínguez,2,1.0,,,"id: rfrdtq renta departamento amueblado en la paz.
precio: $ 11,500
recámaras: 2 ??
baños: 1 ????
cajón de estacionamiento: 1??
renta incluye: pago de agua, luz, gas, internet, señal de tv de paga, mantenimiento del inmueble y 2 días de limpieza
a la semana. en áreas comunes tienes más de 150 metros de jardín una terraza equipada con 2 medios baños, 
mesas con sombrilla y sillas y una lavandería con lavadora y secadora."
820,12000,Centros Comerciales Desarrollo Atlixcayotl,2,2.0,2.0,110.0,"departamento muy amplio en renta en torre inspiralta 
110 m2 
renta $12,000 con mantenimiento incluido 


2 recamaras 
2 baños completos 
sala 
comedor 
cocina 
area de lavado 
2 lugares de estacionamiento 

el edificio cuenta con roof garden 
vigilancia 24 horas"
821,11000,Centros Comerciales Desarrollo Atlixcayotl,1,1.0,1.0,42.0,"padrisimo departamento en renta en boudica 
$11,000 con mantenimiento 
1 recamara 
1 baño completo 
cocina 
area para lavadora 
1 lugar de estacionamiento 

amenidades: 
gym 
alberca 
spa 
jacuzzi 
centro de negocios 
fogateros 
kids club 
jardin zen 
sports bar 
sala coworking 
area para yoga y pilates"
822,8500,La Paz,3,2.0,1.0,,"amplio departamento en renta en colonia la paz
3 recamaras
2 baños 
sala 
comedor 
terraza
cocina integral
cuarto de lavado 
1er nivel"
823,8900,Reforma,2,1.0,1.0,,"departamento amueblado o sin muebles en recta cholula cerca de la udlap 
conjunto residencial con vigilante y camaras de seguridad 
area verde con asadores 
con muebles $ 8,900 
sin muebles $7,500 
el departamento cuenta con : 
2 recamaras con closet 
1 baño completo 
closet de blancos 
sala 
comedor 
cocina 
area de lavado 
roof garden para uso exclusivo del departamento!! 
1 lugar de estacionamiento con porton eléctrico 
1 bodega"
824,7850,Sta Cruz Buenavista,2,1.0,1.0,50.0,"se renta departamento en santa cruz buena vista (a 3 minutos de avenida zavaleta).características: - 2 recamaras- 50 m2- sala- comedor - cocina - barra desayunador- 1 baño- cuarto de lavado (pequeño)- mobiliario: tiene algunos burós y cuadros- 2 lugares de estacionamiento para autos pequeños y medianos- planta baja- a 3 minutos de avenida zavaleta y a 5 minutos de plaza comercial centro mayor.- dentro de un conjunto de departamentos con portón eléctrico y cámaras de vigilancia 24 hrs- antigüedad del departamento: 6 años 
 ubicación accesible
seguridad - vigilancia
portón eléctrico"
825,5500,Benito Juárez,3,1.0,1.0,60.0,"departamentos disponibles en planta baja  y planta alta, amplios, con 3 recamaras con closet, un baño completo, cochera compartida para un auto, incluye pago de agua y mantto del edificio en la renta.
cerca de plaza solesta, angelopolis, restaurante la noria,el ciss. 
a metros de la 25 sur y blvd atlixcayotl y circuito juan pablo ii, ubicado en un punto muy centro de la ciudad de puebla. 
todo pagado"
826,4000,Chulavista,2,1.0,,60.0,"departamentos disponibles en planta baja y planta alta, dos recamaras, sala, comedor, cocina, un baño, patio de servicio. 
muy cerca de plaza dorada, escuelas, universidades, parque juárez. 
a minutos de la avenida 31 pte y blvd 5 de mayo."
827,14000,Santa Cruz Buenavista Norte,2,2.0,2.0,,"departamento amueblado ubicado en torre setri (entre lateral de la recta y calzada zavaleta). sala/comedor, ante sala, cocina integral, balcón con vista a los volcanes, cuarto de lavado, baño completo, habitación secundaria amplia, habitación principal con baño completo; el departamento cuenta con persianas. cochera para dos autos.
roofgarden con área para evento, medio baño de visitas y terraza con asador.
seguridad las 24 horas."
828,9500,Independencia,3,2.0,,,"departamento completamente nuevo en renta. 
a un minuto del boulevard forjadores y a dos de calzada zavaleta, y a la vuelta de la plaza comercial cruz del sur, se encuentra un conjunto de 60 departamentos con todos los servicios a la mano. 

departamento de 115m2, con 3 recámaras la principal con baño completo. un baño secundario compartido para las dos recámaras secundarias. amplia área de lavado.  un amplio espacio de sala comedor, cocina integral y sala de tv.  persianas en todo el departamento. 

2 cajones de estacionamiento.

con acceso controlado y portón eléctrico.

mascotas permitidas. 

concerta una cita para conocerlo, con gusto te atenderemos. easybroker id: eb-gx9053"
829,20000,Centro,1,2.0,,100.0,"wiggot: pg6yvg


departamento en renta centro histórico catedral
excelente ubicación, a 3 calles del zócalo, con vista a la calle.
-edificio nuevo, solo 10 departamentos en total. 
-en primer piso, elevador con acceso directo al departamento.
-habitación muy amplia, con balcón, y clóset de pared a pared. (ideal para cama king size)
-cocina abierta con barra de granito de doble ancho. estufa de convección, campana, horno y refrigerador incluidos.
-dos baños completos con cancel de cristal templado. 
-balcones en sala y comedor.
-clóset de lavado interno, más área de tendido en azotea.
-pisos de duela y techos muy altos.
-mosaicos vintage en baños.
-puertas oscilobatientes & persianas estilo español.

-increíble vista del roof garden hacia catedral. terraza con bar. -salón de usos múltiples. 
-jacuzzi.
*estacionamiento para bicicletas
*1 cajón de estacionamiento techado.
*incluye mantenimiento


apartment in a new building, in the heart of downtown puebla. it has an elevator and covered parking. 
a few streets from the cathedral. panoramic views from de roof garden."
830,12000,Concepción La Cruz,2,2.0,,,"nocnok id: mx21-kl2765. información general de las residencias l’aureola
angelopolis

departamentos con 2 habitaciones, de 1 o 2 baños completos para ejecutivos y estudiantes.

renta de apartamentos de 2 habitaciones, con 1 baño completo: opción 1.- $12,500.00 pesos mensuales, con 6 meses de contrato. opción 2.-  $12,000.00 pesos mensuales, con 1 año de contrato.

renta de apartamentos de 2 habitaciones, con 2 baños completos: opción 1.- $14,500.00 pesos mensuales, con 6 meses de contrato. opción 2.-  $14,000.00 pesos mensuales, con 1 año de contrato.

descripción: se entrega amueblados con cuadros, plantas, closet, sala, cocineta con gabines, refrigerador, microondas, una cama king side o dos camas individuales.

servicios incluidos: agua, luz, gas, tv por cable, wi fi, seguridad y vigilancia 24 hrs, circuito cerrado, estacionamiento para un coche, limpieza del apartamento de lunes a sábado, área de lavandería, facturación más iva, servicio de bicicletas y áreas comunes.

tiempo de estancia mínima: 6 meses (enero a junio y julio a diciembre), o contrato por año.

el canal de comunicación para atender todas las dudas y sugerencias será a través del correo de: falaso1@yahoo.com.mx, aureola16departamentos@yahoo.com o directamente en la administración de las residencias.


contacto:
calle de la niñez nº. 1003. concepción la cruz.
enfrente al centro comercial angelópolis.
puebla, puebla cp.72197

whatsapp          222 455 6382

correo electrónico 
aureola16departamentos@yahoo.com 
falaso1@yahoo.com.mx

advertencia:  recuerda que nunca debes dar un anticipo sin validar que esta publicación sea legítima. nocnok no se hace responsable por la información contenida en los anuncios publicados por los usuarios a través de su sistema nocnok.com."
831,11000,Zavaleta,2,2.0,,88.0,"wiggot: pnb67b


departamento en puente de méxico en piso 3 acceso a vialidades como blvd. forjadores, periférico y zavaleta. dos recámaras. dos cajones de estacionamiento. dos y medio baños. 
centros comerciales cerca, universidades, a 10 min de cholula.-roof garden, estacionamiento techado.
*puede ir amueblado por $15,000, mantenimiento incluido."
832,20000,San José Del Puente,4,4.0,3.0,,"excelente ubicación junto a avenidas importantes que conectan a varias partes de la ciudad. 
ph en dos niveles, cin excelente iluminación, seguridad, lujo y recreación. 
amenidades: gimnasio, sala de eventos, sala de juntas, jardín y terraza.  edificio con elevador. 
3 habitaciones con closet y baños en planta baja, cocina sala y comedor. 
habitación principal en planta alta con vestidor amplio  y baño completo. 

terraza bastante amplia para tener eventos con vistas increibles. 
3 lugares de estacionamiento."
833,12000,Concepción La Cruz,2,2.0,2.0,,"departamento en renta en privada cerrada atrás del hospital del niño poblano en calle de la niñez a 2 minutos del centro comercial angelópolis y la iberoamericana.

el departamento cuenta con:

2 recámaras, 2 1/2 baños, cuarto de lavado, bodega, sala comedor, cocina integral, roof garden particular, vista hacia los volcanes, 2 lugares de estacionamiento, edificio con elevador, mantenimiento incluido.

https://propiedades.braitec.mx/"
834,13000,La Paz,2,2.0,2.0,,"ubicado en la paz, a una cuadra de la heladería santa clara y santo agave.
vive en un hermoso y acogedor departamento amueblado en planta baja, rodeado de todos los servicios con vías de acceso rápidas y seguras. gas natural -  estacionamiento con portón eléctrico - áreas comunes como: roof garden, amplia terraza con una vista espectacular a la ciudad y a los volcanes, gimnasio con terraza independiente, ludoteca con juegos infantiles y mini cancha de fútbol con pasto sintético. - circuito cerrado y vigilancia las 24 horas, se acepta mascota, mantenimiento incluido. - fs -"
835,17000,Reserva Territorial Atlixcáyotl,3,4.0,2.0,180.0,"la mejor vista de todo puebla!, única en el estado, desde tu sala puedes apreciar los volcanes, ubicación muy privilegiada, muy cerca de hospitales (puebla, ángeles), cis, cc angelópolis, cc solesta, vía atlixcáyotl, circuito juan pablo ii, las ánimas, el triángulo, todo al alcance en minutos, vigilancia 24 hrs, lobby, gym, explanada recreativa, gas natural. póliza amplia+aval mir"
836,16000,La Paz,2,2.0,2.0,,"precioso departamento en renta

cocina integral
sala
comedor
area de lavado
sala de tv
baño de visitas
recamara principal con baño completo 
recamara secundaria
estacionamiento techado para 2 vehículos 
vigilancia las 24 horas 
área común de roof garden

 precio: $ 16,000 de renta ya con mantenimiento incluido"
837,15500,Reserva Territorial Atlixcáyotl,2,3.0,2.0,,"departamento en renta 
torre arts
$15,500  ya con mantenimiento incluido

145 metros cuadrados 

departamento

2 cajones de estacionamiento 
sala
comedor
cocina integral con cubierta de granito 
medio baño de visitas
recámara principal con vestidor y baño completo 
recámara secundaria con closet amplio y baño completo 
cuarto de servicio con baño
cuarto de lavado 
bodega 
*el departamento ya tiene persianas

áreas comunes
alberca
asoleadero
cancha de padel
gimnasio
área de niños 
vestidores con vapor y baños
sala de juntas"
838,45000,Bello Horizonte,3,4.0,3.0,1000.0,"stef. hermosa casa ubicada en una de las zonas con mayor plusvalia del estado de puebla.
la casa cuenta con 368.35 m2 de construccion en un terreno de 1.000 m2.
mobiliario y pisos en madera.
habitaciones amplias con excelente iluminacion y jardin muy amplio."
839,9500,Residencial Zavaleta,3,3.0,2.0,,"departamento en renta muy cerca de camino real y zavaleta, cuenta con sala comedor cocina, 3 habitaciones, la principal con vestidor y baño completo ,la habitación secundaria con baño completo y closet amplio, jardín y cuarto de lavado. el edificio cuenta con roof garden ,asador y baño, cámaras de video vigilancia, cerca electrificada . graciela"
840,15000,La Noria,2,2.0,2.0,154.0,"hermoso departamento amueblado en planta baja, 103m2 más estacionamiento y áreas verdes. dos recámaras, dos baños completos, sala-comedor, cuarto de servicio. acceso directo a áreas verdes comunes. torre con elevador y roof garden. salón-área de fiestas descubierta. exclente ubicación. a una calle de sams club - la noria. a 5 minutos de angelópolis. renta $15,000 / mes, incluye pago del mantenimiento."
841,12800,Santa Cruz Buenavista Norte,2,2.0,1.0,,"bonito departamento amueblado. ubicado en una de las mejores zonas de puebla (recta a cholula y calzada zavaleta) dentro de fraccionamiento cerrado. cuenta con sala comedor, dos recámaras, dos baños, la recámara principal con baño completo, cocina integral con cubierta de granito, área de lavado, estacionamiento para un autos, interfón, vigilancia e hidroneumático. incluye mantenimiento"
842,17000,San José Vista Hermosa,3,3.0,2.0,,"oportunidad, departamento en renta, en frente al jardín del arte, a un minuto de angelópolis, en la torre vista del arte, con preciosa vista, al lago, con vigilancia, gimnasio, roof garden, salón de fiestas, juegos infantiles, 2 lugares de estacionamiento, sala, comedor, cocina integral con granito, 3 recámaras, la principal con baño y vestidor y las otras 2 recámaras comparten baño, cuarto de servicio con baño completo, área de
lavado y bodega, gas natural. mantenimiento incluido. llama y conócelo"
843,18000,La Paz,2,3.0,2.0,,"excelente departamento amueblado, ubicado en park 14 colonia la paz. con vista panorámica con acabados y muebles de lujo., 2 recámaras, 3 baños, cuarto de servicio integrado, sala, comedor, cocina integral,bodega, lugar para 2 autos cubiertos y vigilancia las 24 hrs. el precio es mas mantenimiento"
844,14500,La Paz,2,3.0,2.0,,"bonito departamento en la zona más exclusiva de puebla colonia la paz, cuenta con 2 recámaras y 3 baños, sala, comedor, cocina integral, con acabados de lujo y vigilancia las 24 hrs. llama y te lo mostramos!! el precio incluye mantenimiento."
845,10500,Mirador,4,2.0,1.0,190.0,"excelente departamento en renta con espacios muy amplios y en una de las mejores zonas de puebla. 
cuenta con sala, comedor, cocina integral amplia, alacena, cuarto de servicio, area de lavado, 3 terrazas, 4 recámaras, 2 baños completos, cuarto de tv, roof garden, 1 lugar de estacionamiento techado, gas natural,(amueblado opcional)"
846,15000,La Paz,2,4.0,3.0,,"excelente departamento en renta en colonia la paz, con dos recámaras.
muy bien ubicado, cerca de hospitales, escuelas, universidades, bancos, restaurantes y a pocos minutos del centro de la ciudad y del área de angelópolis.
cuenta con una sala comedor de muy buen tamaño y con una extraordinaria vista. cocina integral con bastante capacidad de almacenamiento. junto a la
cocina está el cuarto de servicio con baño completo, también cuenta con área de lavado . la recámara principal tiene vestidor y baño, la segunda recámara con closet y
hay un baño que le da servicio. hay también un medio baño.
el estacionamiento es para tres autos con portón automático, cuenta con una bodega, hay un espacio de área verde. está incluido el mantenimiento."
847,9500,Mirador,3,2.0,1.0,175.0,"amplio departamento ean renta en el mirador, con 3 recámaras, 2 baños completos, sala, comedor, cocina integral, cuarto de servicio integrado, terraza, area de lavado, 1 lugar de estacionamiento techado"
848,13000,Belisario Domínguez,2,4.0,2.0,,"se renta departamento de 2 recámaras 2 baños completos, sala/ comedor, cocina integral, área de t.v, cuarto de lavado y de servicio con baño. 2 lugares de estacionamiento, elevador. incluye mantenimiento.
excelentes condiciones"
849,5000,Infonavit Bosques De San Sebastián Secc Ii,3,1.0,1.0,,"excelente departamento seminuevo en renta, cuenta con 3 recámaras, 1 baño completo, cuarto de lavado, cocina integral, 1 cajon de estacionamiento, cuenta con amenidades como palapa para eventos, cancha miltiusos, juegos infantiles y jardín para mascota. con vigilancia las 24 hrs. incluye mantenimiento"
850,10300,Sta Cruz Buenavista,3,2.0,2.0,121.0,"departamento en renta , en torre quetzal, cuenta  con 121 mts2, 3 recámaras, 2 baños completos, cocina con cubierta de granito y madera de muy buena calidad.
elevador, roof garden, 2 cajones de estacionamiento, caseta de vigilancia, 450 mts2 de jardín común,
mantenimiento incluído.
excelente ubicación. llama para agendar cita."
851,17000,La Paz,2,3.0,2.0,,"renta de moderno departamento con excelentes acabados en una de las colonias de mayor renombre de la ciudad de puebla.
el desarrollo llamado park 14 se encuentra ubicado sobre la av. teizutlán sur, la cual ofrece los mejores restaurantes, tiendas y plazas comerciales. todo esto combinado con el lujo y el bienestar necesario para que usted y su familia viva con tranquilidad y seguridad."
852,16000,Nueva Antequera,2,3.0,2.0,,"estrena departamento amueblado muy amplio de 2 recamaras cada una con baño completo y vestidor, sala comedor, cocina integral con cubierta d granito,lavadora, secadora, medio baño de visitas, estacionamiento para 2 autos con portón eléctrico, roof garden, cámaras de vigilancia."
853,15000,Carmen Huexotitla,2,3.0,2.0,,"gran oportunidad departamento en renta, consta de 2 recámaras, 2 baños, sala, comedor, cocina integral, baño de servicio 2 lugares de estacionamiento. llama y conócelo!!!"
854,17000,Centro,3,3.0,1.0,,"bonito departamento amueblado en el corazon de la ciudad de puebla el centro a unas calles del zocalo. en planta baja tiene su sala, comedor, cocina integral,  medio baño visitas. y una recámara con baño completo
en segundo piso tiene dos recamaras con baño compartido area de lavado  cisterna, tinaco por departamento y gas estacionario."
855,16500,Animas,2,2.0,2.0,,"super departamento en renta con la mejor ubicación en las animas
en torre fresnos, vigilancia 24 horas, portón eléctrico, bodega, 2 lugares de
estacionamiento cubiertos, en el piso 7 con elevador con tarjeta de seguridad,
abre directamente en el departamento, con persianas, consta de sala,
comedor, cocina integral, terraza, área de lavado, recámara principal con
baño y closet, recámara 2 con closet y un 2º baño completo. cuenta con roof
garden con barra y baño. llama y conócelo!"
856,15000,Sta Cruz Los Ángeles,3,3.0,2.0,,"vive en la mejor ubicacion de puebla en la colonia las animas, departamento en renta consta de sala, comedor, cocina integral, 3 recamaras, 2.5 baños, 2 lugares de estacionamiento, con alberca y cancha. incluye mantenimiento."
857,15000,Centro,2,2.0,,,"departamentos amueblados, muy confortables, con 2
recámaras, dos baños completos, cocina equipada, ideal para extranjeros, catedráticos o personas que disfruten de la tranquilidad del centro histórico"
858,10000,La Noria,2,2.0,2.0,,"hermoso departamento en renta ubicado en la colonia la noria, 2 recámaras, 2 baños completos, sala de tv, sala comedor, cocina integral, estacionamiento para 2 autos, jardín y area para fiesta."
859,12500,Rivera Del Atoyac,2,2.0,2.0,,"departamento nuevo en renta. muy bien ubicado a un paso del circuito interior y de la 11 sur, desde donde puede tomar vías para cualquier
parte de la ciudad. cuenta con dos recámaras, la principal con balcón, closet y baño, la recámara secundaria con closet. hay otro baño completo que da servicio a la recámara secundaria y como baño de visitas. hay una sala de
tv, cocina integral con barra desayunadora, área de lavado. cada
departamento tiene su medidor de agua. el departamento tiene 110 mts de superficie y 39 mts de estacionamiento. hay un jardín común. no pierdas la oportunidad y agenda una cita."
860,10000,Pino Suárez,1,2.0,1.0,,"estrena precioso departamento en renta, con caseta de
vigilancia, con excelente ubicación a 3 minutos del centro comercial
galerias serdán, de wal mart, mega, de la universidad tec milenio y de la
autopista puebla-méxico, el residencial andalucia cuenta con áreas verdes,
gimnasio, área de juegos infantiles, y salón de fiestas, el departamento se
encuentra en el 1er piso con bodega, consta de medio baño, sala, comedor,
cocina integral con barra de granito, terraza, área de lavado, una amplia
recámara con closet y baño completo. llama y conócelo!"
861,22000,Reserva Territorial Atlixcáyotl,3,4.0,2.0,,"estrena departamento en renta o venta, de 193m2. piso 11 en torre
arts , cuenta con 3 habitaciones con baño completo, ½ baño, sala,
comedor, terraza, cocina integral, cuarto de lavado, cuarto de servicio con
baño completo, 2 lugares de estacionamiento techado, las mejores
amenidades, alberca, carril de nado, gym, terraza, asoleadero, cancha de
padel, ludoteca, vapor, loby, vigilancia las 24 horas."
862,10000,Pino Suárez,1,2.0,1.0,,"estrena precioso departamento en renta, con caseta de
vigilancia, con excelente ubicación a 3 minutos del centro comercial
galerias serdán, de wal mart, mega, de la universidad tec milenio y de la
autopista puebla-méxico, el residencial andalucia cuenta con áreas verdes,
gimnasio, área de juegos infantiles y salón de fiestas, el departamento se
encuentra en el 1er piso con bodega, consta de medio baño, sala, comedor,
cocina integral con barra de granito, terraza, área de lavado, una amplia
recámara con closet y baño completo y un lugar de estacionamiento. llama y
conócelo!"
863,10000,Villa San Alejandro,1,1.0,1.0,,"gran oportunidad estrena precioso departamento en renta a 2 minutos de la beneficiencia española en san alejandro, 1 lugar de estacionamiento cubiertos, caseta con vigilancia 24 horas, cámaras de seguridad, elevador, solo 8 departamentos, consta de sala, comedor, cocina integral con barra de granito, desayunador, 2 recámaras, un baño completo,  y área de lavado. llama y conócelo!"
864,12000,Tierra Y Libertad,2,1.0,1.0,,"gran oportunidad estrena precioso departamento en renta
a 2 minutos de la beneficiencia española en san alejandro, 4
lugares de estacionamiento cubiertos, caseta con vigilancia 24 horas, cámaras de seguridad, elevador, solo 8 departamentos, consta de sala, comedor, cocina integral con barra de granito, desayunador, 2 recámaras, un baño completo, jardín interior y terraza , y área de lavado. llama y conócelo!"
865,8500,Villa San Alejandro,1,2.0,,,"gran oportunidad estrena precioso departamento en renta a 2 minutos de la beneficiencia española en san alejandro, 1 lugar de estacionamiento cubiertos, caseta con vigilancia 24 horas, cámaras de seguridad, elevador, solo 8 departamentos, consta de sala, comedor, cocina integral con barra de granito, desayunador, 1 recámaras, un baño completo,  y área de lavado. llama y conócelo!"
866,22000,Reserva Territorial Atlixcáyotl,3,4.0,2.0,,"estrena departamento, de 193m2. piso 11 en torre arts , cuenta con 3
habitaciones con baño completo, ½ baño, sala, comedor, terraza, cocina
integral, cuarto de lavado, cuarto de servicio con baño completo, 2 lugares de
estacionamiento techado, las mejores amenidades, alberca, carril de nado,
gym, terraza, asoleadero, cancha de padel, ludoteca, vapor, loby, vigilancia
las 24 horas."
867,14000,La Paz,2,3.0,2.0,,"fabuloso departamento, ubicado en la colonia la paz! park 14,   sobre la teziutlan sur  (cerro de la paz) 
acabados de lujo, amenidades y vigilancia privada las 24 horas."
868,9500,Benito Juárez,2,2.0,2.0,,"departamento en renta con vigilancia, muy cerca de la zona de angelópolis, cuenta con 2 recámaras y 2 baños completos, sala, estancia, cocina integral, 2 cajones de estacionamiento, portón eléctrico, tiene gym y roof garden.
vigilancia las 24 hrs. con sistema de cámaras de seguridad."
869,18000,San José Del Puente,2,2.0,2.0,161.0,"departamento ejecutivo, amueblado....en este departamento encontraras una vista maravillosa en el 6o piso de un edificio estilo neoyorquino, con un ambiente muy calido .....ya que sus acabados y muebles te transportaran a esa bella ciudad..... solo date la oportunidad de conocer este departamento de 2 pisos... en plata alta se encuentran las 2 recamaras y 2 baños completos.... y en planta baja una sala y comedor con  ventanas de piso a techo que dan a un pequeño balcon donde podras dsifrutar de ese cafe disfrutando de un hermoso atardecer.... 
 ladrillo
cemento
paneles de cristal
masaico
piedra
yeso
madera
a estrenar
acceso fluvial
en el corazón de la ciudad
muy céntrico
ubicación accesible
accesible al tráfico
autobús cercano
cerca de un parque con juegos infantiles
cerca de zona turística
gimnasio cercano
hospital cercano
cerca de avenida
cerca de parque
transporte público cercano
colegio cercano
tiendas cercanas
zona tranquila
noroeste
electricidad
gnc
ascensor
seguridad - sistema
seguridad - vigilancia
seguridad - alarma
agua corriente
water booster
city
vista amplia
open area
balcón
garaje con puerta automática
terraza en el techo
video intercom
covered parking
portón eléctrico
mirador
horno de gas
cocina-comedor pequeño
lavandería (en depto.)
appliances included
wallpaper
en-suite bathroom
breakfast bar
built-in wardrobes
slate flooring
edificio nuevo
portón eléctrico
vista panorámica
jardín
garaje
deposito
ascensor
amueblado"
870,10000,Maestro Federal,3,2.0,2.0,103.0,"hermoso departamento muy amplio e iluminado, súper bien ubicado a 3 min. de la zona comercial san pedro,  tiene cerca  restaurantes,  centros comerciales, tiendas de conveniencia, escuelas, bancos,  por si esto fuera poco,  esta a 5 min. de la plaza comercial galerías serdan , a 15 min de angelópolis, parque del arte, y otros.avenidas importantes cercanas:    15 de mayo, blv norte,  ave carmen serdan, diagonal defensores características generales sala comedor amuebladoscocina integral incluye  refrigerador 3 recamaras    ( todas sin muebles)1 baño completo 1 medio baño para visitasbodega de usos múltiples en la entrada bodega interior  o closet de visitas1 patio interior junto al comedor 1 patio de servicio ( 12 m2 ) muy amplio con lavadora automática1 patio terraza 2 lugares de estacionamiento con portón eléctricocisterna de 10,000 lts con bomba automáticael departamento se encuentra en un condominio vertical equipado con cerca eléctrica, cámaras de vídeo y  alarma contra intrusos, adicional el condominio se encuentra ubicado en una calle cerrada lo que brinda seguridad y  tranquilidadsin duda, un increíble lugar  para disfrutar con la familia !! 
 ubicación accesible
gimnasio cercano
cerca de avenida
colegio cercano
tiendas cercanas
zona tranquila
gnc
seguridad - vigilancia
seguridad - alarma
water booster
portón eléctrico
parcialmente amueblado
portón eléctrico
jardín
amueblado"
871,20000,Centros Comerciales Desarrollo Atlixcayotl,2,2.0,2.0,,"departamento en renta torre inspiralta, desarrollo de 3 torres con 34 departamentos cada una, ubicado en reserva territorial atlixcáyotl, en calle proción  5306, a pocos minutos del centro comercial angelópolis, atrás del edificio city, y a un  costado de la iberoamericana y mega comercial mexicana.

departamento amueblado en piso 5 con una excelente vista.

amplia sala y comedor, cocina integral, roof garden para fiestas y eventos, 2 lugares de estacionamiento más lugares para visitas, bodega privada y vigilancia 24 hras. mantenimiento incluido.

sin amueblar $18,000 mantenimiento incluido.

https://propiedades.braitec.mx/"
872,3500,La Loma,2,1.0,,,"departamento en renta en planta baja cerca de transporte publico en zavaleta y la 25 poniente. 

2 habitaciones , un baño, área de servicio, área de tender. 

no incluye servicios. 

no mascotas, no mas de 3 personas."
873,23000,Corredor Comercial Desarrollo Atlixcayotl,3,3.0,2.0,,"hermoso departamento nuevo en renta en elipsis tower at puntalta, frente al centro comercial angelópolis $23,000.00. departamento tipo moore  148.05 m2. interiores y 20.86 m2. terraza,  3 habitaciones 2.5 baños sala/comedor cocina equipada terraza cuarto de lavado 2 cajones de estacionamiento mantto. incluido amenities: alberca carril de nado jacuzzi chapoteadero pista de jogging spa gimnasio cancha de padel tenis salón de fiestas salón de usos múltiples sala de cine área de asadores ludoteca sky-view sports bar gamers room"
874,22000,Corredor Comercial Desarrollo Atlixcayotl,3,3.0,2.0,,"hermoso departamento nuevo en renta en elipsis tower at puntalta, frente al centro comercial angelópolis $22,000.00. departamento tipo van gogh  139.83 m2. interiores y 17.26 m2. terraza,  3 habitaciones 2.5 baños sala/comedor cocina equipada terraza cuarto de lavado 2 cajones de estacionamiento mantto. incluido amenities: alberca carril de nado jacuzzi chapoteadero pista de jogging spa gimnasio cancha de padel tenis salón de fiestas salón de usos múltiples sala de cine área de asadores ludoteca sky-view sports bar gamers room"
875,20200,Corredor Comercial Desarrollo Atlixcayotl,3,3.0,2.0,,"hermoso departamento nuevo en renta en elipsis tower at puntalta, frente al centro comercial angelópolis $20,200.00. departamento tipo goeritz  124.88 m2. interiores y 15.86 m2. terraza,  3 habitaciones 2.5 baños sala/comedor cocina equipada terraza cuarto de lavado 2 cajones de estacionamiento mantto. incluido amenities: alberca carril de nado jacuzzi chapoteadero pista de jogging spa gimnasio cancha de padel tenis salón de fiestas salón de usos múltiples sala de cine área de asadores ludoteca sky-view sports bar gamers room"
876,25000,Centro Comercial Puebla,2,3.0,2.0,,"penthouse con excelente ubicación y amenidades! frente al parque del arte.
cuenta con: acceso directo del elevador, sala comedor, estancia, cocina integral abierta, 3 recámaras, la principal con baño completo y
vestidor, baño secundario completo compartido, medio baño de visitas, cuarto de lavado, 2 lugares de estacionamiento techado, bodega, vigilancia 24 hrs. amenidades: en planta baja alberca, áreas verdes, área de fiestas, área infantil, área de fogata y en nivel 34 roof garden con salón de fiestas y terraza .
disfruta de las hermosas amenidades: alberca, área de masaje, salón de
yoga, centro de negocios, dos salas de junta, guardería y área para
mascotas, salón de juegos, juegos infantiles, fogatero, terraza con baños y mobiliario para eventos, roof garden equipado. a tan solo unos pasos del tema podrás disfrutar del parque del arte 3 hectáreas de áreas verdes lagos y espacios pensados para realizar actividades culturales deportivas y de conveniencia
comunicate con nosotros y te mostraremos nuestras diversas opciones que temenos para ti…..
#viveremaxpuebla
#remaxangelopolis"
